Id,Weekly_Sales
14_44_2013-03-08,5276.453709880952
14_44_2013-03-15,5444.662579404763
14_44_2013-03-22,4814.060274702382
14_44_2013-03-29,5073.569182499994
14_44_2013-04-05,5296.702627619043
14_44_2013-04-12,5404.289847984307
14_44_2013-04-19,5374.706399650976
14_44_2013-04-26,5136.3150214880925
14_44_2013-05-03,5173.683757351194
14_44_2013-05-10,5527.88427232143
14_44_2013-05-17,5069.916746190478
14_44_2013-05-24,4559.721128095237
14_44_2013-05-31,4659.9695186904755
14_44_2013-06-07,5462.414076488096
14_44_2013-06-14,5429.771443214282
14_44_2013-06-21,4903.589720089287
14_44_2013-06-28,4279.895207380956
14_44_2013-07-05,4472.061419880952
14_44_2013-07-12,4787.220201249997
14_44_2013-07-19,5034.691464315476
14_44_2013-07-26,4641.127794434523
14_46_2012-11-02,28797.759601547594
14_46_2012-11-09,29051.530795178543
14_46_2012-11-16,29097.877595833335
14_46_2012-11-23,30126.42864380952
14_46_2012-11-30,30837.91863565476
14_46_2012-12-07,36960.180341666666
14_46_2012-12-14,44991.22954833334
14_46_2012-12-21,69455.27783035704
14_46_2012-12-28,35220.76935041668
14_46_2013-01-04,28073.894659166657
14_46_2013-01-11,26332.860088750007
14_46_2013-01-18,27933.66749791668
14_46_2013-01-25,25800.542890833345
14_46_2013-02-01,29962.226425476205
14_46_2013-02-08,28072.259197261912
14_46_2013-02-15,32178.449105634918
14_46_2013-02-22,31246.916741795645
14_46_2013-03-01,33545.53671886905
14_46_2013-03-08,32773.7040465774
14_46_2013-03-15,32137.318609107137
14_46_2013-03-22,32273.136882946434
14_46_2013-03-29,32712.751284880953
14_46_2013-04-05,35058.25339626988
14_46_2013-04-12,34048.42425095239
14_46_2013-04-19,34608.429975148814
14_46_2013-04-26,32983.05564642856
14_46_2013-05-03,35804.21961437499
14_46_2013-05-10,34621.86498754959
14_46_2013-05-17,34220.144588869036
14_46_2013-05-24,39472.79732139882
14_46_2013-05-31,40796.977869632945
14_46_2013-06-07,39926.08495659722
14_46_2013-06-14,37095.47766169644
14_46_2013-06-21,36474.12117080358
14_46_2013-06-28,35747.35213666665
14_46_2013-07-05,37863.317472569484
14_46_2013-07-12,35263.064804156755
14_46_2013-07-19,33175.64388074405
14_46_2013-07-26,32340.136276567428
14_47_2013-01-04,-61.52837916666667
14_47_2013-02-15,74.29055625
14_47_2013-03-01,11.499808333333334
14_49_2012-11-02,12460.534013511902
14_49_2012-11-09,10186.541642500004
14_49_2012-11-16,11431.383535208339
14_49_2012-11-23,7942.544145892852
14_49_2012-11-30,10558.504235000002
14_49_2012-12-07,10956.269575148812
14_49_2012-12-14,9500.688016666669
14_49_2012-12-21,8444.68356202381
14_49_2012-12-28,9251.15686214285
14_49_2013-01-04,10979.91974416667
14_49_2013-01-11,11332.576575357145
14_49_2013-01-18,12384.72048869048
14_49_2013-01-25,11136.8985175
14_49_2013-02-01,10940.088557916666
14_49_2013-02-08,10989.22709595237
14_49_2013-02-15,14806.758999523825
14_49_2013-02-22,14622.244435257948
14_49_2013-03-01,14607.45222900794
14_49_2013-03-08,14247.29941065476
14_49_2013-03-15,14280.97817559523
14_49_2013-03-22,13750.804799940484
14_49_2013-03-29,12937.851248333325
14_49_2013-04-05,13330.561218214298
14_49_2013-04-12,12470.82202693453
14_49_2013-04-19,11818.184469156744
14_49_2013-04-26,11253.287698214286
14_49_2013-05-03,12270.729323482148
14_49_2013-05-10,12467.01934229167
14_49_2013-05-17,13073.534889285711
14_49_2013-05-24,11844.641006309528
14_49_2013-05-31,10538.483740922617
14_49_2013-06-07,10737.564163065472
14_49_2013-06-14,11712.075920734129
14_49_2013-06-21,11114.115018571425
14_49_2013-06-28,11646.834318571438
14_49_2013-07-05,10818.66185757936
14_49_2013-07-12,13581.158841934523
14_49_2013-07-19,11389.7411971627
14_49_2013-07-26,12641.117027876982
14_50_2012-11-02,2085.4016726190475
14_50_2012-11-09,1971.938660714286
14_50_2012-11-16,1955.237261904762
14_50_2012-11-23,1500.705300595238
14_50_2012-11-30,1981.4613214285714
14_50_2012-12-07,2082.3231785714283
14_50_2012-12-14,1709.5444345238097
14_50_2012-12-21,1661.4805000000001
14_50_2012-12-28,1631.4256845238097
14_50_2013-01-04,1988.3557142857144
14_50_2013-01-11,1887.7458541666665
14_50_2013-01-18,2411.849226190476
14_50_2013-01-25,1943.8234166666666
14_50_2013-02-01,1892.9738541666668
14_50_2013-02-08,2470.58889781746
14_50_2013-02-15,2641.419645833333
14_50_2013-02-22,2535.2033898809523
14_50_2013-03-01,2741.664517857143
14_50_2013-03-08,2721.3964761904763
14_50_2013-03-15,2720.292903769841
14_50_2013-03-22,3106.030689484127
14_50_2013-03-29,2731.5929365079373
14_50_2013-04-05,2523.5624880952387
14_50_2013-04-12,2593.201967261905
14_50_2013-04-19,1936.794767857143
14_50_2013-04-26,2231.3039672619047
14_50_2013-05-03,2212.8993041666668
14_50_2013-05-10,2340.726298809523
14_50_2013-05-17,2463.298563095238
14_50_2013-05-24,2184.3237594322345
14_50_2013-05-31,1769.2508772893773
14_50_2013-06-07,1824.6481428571426
14_50_2013-06-14,2029.6944523809525
14_50_2013-06-21,2140.2375654761904
14_50_2013-06-28,2314.6146607142855
14_50_2013-07-05,1762.0590089285715
14_50_2013-07-12,2174.622098214286
14_50_2013-07-19,1897.0905545634923
14_50_2013-07-26,2251.0538392857147
14_51_2012-11-23,11.227431666666668
14_51_2012-12-07,10.655904761904765
14_51_2012-12-14,24.495111666666666
14_52_2012-11-02,2448.025108541665
14_52_2012-11-09,2335.759801666668
14_52_2012-11-16,2308.2831557738073
14_52_2012-11-23,4269.1326777380955
14_52_2012-11-30,3675.771438749998
14_52_2012-12-07,3607.7194033333317
14_52_2012-12-14,3513.0699295833324
14_52_2012-12-21,4018.4141781547623
14_52_2012-12-28,2063.3616395238087
14_52_2013-01-04,1705.165434583334
14_52_2013-01-11,1884.463276666668
14_52_2013-01-18,1794.202521666667
14_52_2013-01-25,1695.5343375000007
14_52_2013-02-01,2028.6424406150804
14_52_2013-02-08,2041.3909526984135
14_52_2013-02-15,2852.6665879464285
14_52_2013-02-22,2153.97361690476
14_52_2013-03-01,2520.2237380681822
14_52_2013-03-08,2568.976247976191
14_52_2013-03-15,2717.938175654761
14_52_2013-03-22,2515.2178755059504
14_52_2013-03-29,3109.527990059525
14_52_2013-04-05,2862.2083486111114
14_52_2013-04-12,2552.759328819444
14_52_2013-04-19,2493.8412204166652
14_52_2013-04-26,2367.2068301785703
14_52_2013-05-03,2646.8075350992053
14_52_2013-05-10,2821.568847777778
14_52_2013-05-17,2476.7817070337305
14_52_2013-05-24,2351.9092078354975
14_52_2013-05-31,2297.3578801488093
14_52_2013-06-07,2099.198423809524
14_52_2013-06-14,2008.0092803571429
14_52_2013-06-21,2021.4766
14_52_2013-06-28,1684.465150595239
14_52_2013-07-05,1882.0259416071435
14_52_2013-07-12,1648.5010182738088
14_52_2013-07-19,1661.4304665476186
14_52_2013-07-26,1868.190607261905
14_54_2012-11-09,95.40214666666674
14_54_2012-11-16,95.40518083333342
14_54_2012-11-23,115.92512166666671
14_54_2012-12-07,93.50592833333333
14_54_2012-12-14,217.24894464285705
14_54_2012-12-21,377.98228523809473
14_54_2013-01-04,104.95083023809528
14_54_2013-01-11,107.93462190476197
14_54_2013-01-18,77.50631261904765
14_54_2013-01-25,59.19192202380959
14_54_2013-02-01,120.59406047619044
14_54_2013-02-08,226.2087127777776
14_54_2013-02-15,282.58869511904743
14_54_2013-03-01,182.6595299999999
14_54_2013-03-08,147.91149011904758
14_54_2013-03-29,91.29204595238102
14_54_2013-04-05,208.11063035714284
14_54_2013-04-12,103.88056690476192
14_54_2013-04-26,163.83509044642855
14_54_2013-05-03,213.55682142857137
14_54_2013-05-17,160.92895416666667
14_54_2013-05-24,179.8283942857142
14_54_2013-05-31,168.80247095238087
14_54_2013-07-05,147.01785595238096
14_54_2013-07-12,117.24977285714283
14_54_2013-07-19,131.31303011904765
14_54_2013-07-26,202.8190491071428
14_55_2012-11-02,17527.052746220244
14_55_2012-11-09,41852.018943273804
14_55_2012-11-16,29886.373425833313
14_55_2012-11-23,60659.40153267862
14_55_2012-11-30,35859.1823132738
14_55_2012-12-07,38991.197026815484
14_55_2012-12-14,43661.131342738045
14_55_2012-12-21,70201.85806875002
14_55_2012-12-28,25440.33536583332
14_55_2013-01-04,11779.493152500007
14_55_2013-01-11,10087.652193750015
14_55_2013-01-18,10351.047054583327
14_55_2013-01-25,9293.602219702376
14_55_2013-02-01,14991.788868928576
14_55_2013-02-08,15737.72558961309
14_55_2013-02-15,19564.660065773816
14_55_2013-02-22,15289.173905238093
14_55_2013-03-01,15154.076147380943
14_55_2013-03-08,16552.877439999997
14_55_2013-03-15,14902.473781547615
14_55_2013-03-22,13490.24893980311
14_55_2013-03-29,12956.199405595236
14_55_2013-04-05,14723.628273065475
14_55_2013-04-12,12838.421019196432
14_55_2013-04-19,12633.980238898808
14_55_2013-04-26,11652.502751398806
14_55_2013-05-03,11070.022351160715
14_55_2013-05-10,11168.031655218256
14_55_2013-05-17,11038.352427936505
14_55_2013-05-24,10193.471381934525
14_55_2013-05-31,10187.274744880955
14_55_2013-06-07,9371.421488621043
14_55_2013-06-14,10865.25415418651
14_55_2013-06-21,11755.984959761903
14_55_2013-06-28,9931.193369761917
14_55_2013-07-05,10447.994267916672
14_55_2013-07-12,10126.022998978176
14_55_2013-07-19,9293.359959662694
14_55_2013-07-26,9307.562566190469
14_56_2012-11-02,838.1011382142856
14_56_2012-11-09,1079.472188988094
14_56_2012-11-16,1128.712987083332
14_56_2012-11-23,2176.0261661309523
14_56_2012-11-30,2854.653951726191
14_56_2012-12-07,4234.179645059528
14_56_2012-12-14,3501.4926152380945
14_56_2012-12-21,2935.8526987500018
14_56_2012-12-28,756.8146218452379
14_56_2013-01-04,763.5545573214292
14_56_2013-01-11,612.429882083333
14_56_2013-01-18,548.1326270833333
14_56_2013-01-25,550.0359843452379
14_56_2013-02-01,1178.0195047321424
14_56_2013-02-08,2177.2035667261903
14_56_2013-02-15,3737.693420386904
14_56_2013-02-22,2536.1232278174602
14_56_2013-03-01,3562.6557840674604
14_56_2013-03-08,4776.448245654761
14_56_2013-03-15,6576.469114821428
14_56_2013-03-22,9255.228643095239
14_56_2013-03-29,9066.546269642868
14_56_2013-04-05,14628.042522619042
14_56_2013-04-12,14053.330426845243
14_56_2013-04-19,17636.276441041675
14_56_2013-04-26,15497.890893918653
14_56_2013-05-03,21784.56783708334
14_56_2013-05-10,26188.028177023814
14_56_2013-05-17,19601.83749220238
14_56_2013-05-24,16877.353758194437
14_56_2013-05-31,14901.198707658728
14_56_2013-06-07,9191.36080722222
14_56_2013-06-14,7182.152332529762
14_56_2013-06-21,5427.478085833331
14_56_2013-06-28,5083.875918750004
14_56_2013-07-05,3940.7017902976195
14_56_2013-07-12,2695.672027440476
14_56_2013-07-19,1620.5274189880954
14_56_2013-07-26,1869.728489732142
14_58_2012-11-02,7248.328020833334
14_58_2012-11-09,7376.582812500001
14_58_2012-11-16,8036.033229166666
14_58_2012-11-23,10338.195664583334
14_58_2012-11-30,9556.2790125
14_58_2012-12-07,10236.54895625
14_58_2012-12-14,10172.839857499996
14_58_2012-12-21,12859.74066815476
14_58_2012-12-28,9354.267107738095
14_58_2013-01-04,7217.846248214286
14_58_2013-01-11,6829.432099404761
14_58_2013-01-18,6733.373799999999
14_58_2013-01-25,5352.1490202380955
14_58_2013-02-01,7147.7797811904775
14_58_2013-02-08,8133.723850595239
14_58_2013-02-15,7464.695243124997
14_58_2013-02-22,6670.735779047619
14_58_2013-03-01,8230.40149702381
14_58_2013-03-08,7630.693895833334
14_58_2013-03-15,6491.708520833334
14_58_2013-03-22,6832.402741369047
14_58_2013-03-29,6294.773014285714
14_58_2013-04-05,6848.782130952381
14_58_2013-04-12,6515.964764880951
14_58_2013-04-19,7357.634863095239
14_58_2013-04-26,5316.383964285715
14_58_2013-05-03,5450.147093214286
14_58_2013-05-10,6768.527891865078
14_58_2013-05-17,5065.550020833333
14_58_2013-05-24,4952.565413690477
14_58_2013-05-31,5607.874904761904
14_58_2013-06-07,8023.512478174602
14_58_2013-06-14,9117.964369047619
14_58_2013-06-21,10151.90976190476
14_58_2013-06-28,11039.246548412699
14_58_2013-07-05,8754.566299404762
14_58_2013-07-12,7899.455102678571
14_58_2013-07-19,7950.431765128966
14_58_2013-07-26,9081.767479107142
14_59_2012-11-02,1245.8422924404763
14_59_2012-11-09,1792.6001219841264
14_59_2012-11-16,2197.028098472222
14_59_2012-11-23,3017.4074241071444
14_59_2012-11-30,3214.6448146428575
14_59_2012-12-07,5619.666301686513
14_59_2012-12-14,9567.318839166663
14_59_2012-12-21,19731.717989821438
14_59_2012-12-28,10559.979667857142
14_59_2013-01-04,2905.26377440476
14_59_2013-01-11,541.5917461904767
14_59_2013-01-18,491.8128120833336
14_59_2013-01-25,434.4663429761904
14_59_2013-02-01,667.2279922619055
14_59_2013-02-08,637.403823154762
14_59_2013-02-15,734.0736261111111
14_59_2013-02-22,586.173820079365
14_59_2013-03-01,706.6497905257941
14_59_2013-03-08,579.5597482638889
14_59_2013-03-15,561.4627146428569
14_59_2013-03-22,571.5719050496034
14_59_2013-03-29,500.14457226190495
14_59_2013-04-05,675.8737572023808
14_59_2013-04-12,665.960528125
14_59_2013-04-19,638.9977461309524
14_59_2013-04-26,574.0967495634923
14_59_2013-05-03,586.3638186706348
14_59_2013-05-10,503.7126127678568
14_59_2013-05-17,537.3984529464284
14_59_2013-05-24,458.824642380952
14_59_2013-05-31,447.85635476190475
14_59_2013-06-07,504.4215067658726
14_59_2013-06-14,476.4717227976188
14_59_2013-06-21,435.4103981547619
14_59_2013-06-28,364.21063625
14_59_2013-07-05,527.8066310714288
14_59_2013-07-12,475.4387323809529
14_59_2013-07-19,472.0645247023809
14_59_2013-07-26,439.75806982142876
14_60_2012-11-02,394.29157499999997
14_60_2012-11-09,380.7476666666667
14_60_2012-11-16,414.7085000000002
14_60_2012-11-23,297.2330000000003
14_60_2012-11-30,436.5780166666668
14_60_2012-12-07,718.558467857142
14_60_2012-12-14,924.9105749999999
14_60_2012-12-21,848.2652619047615
14_60_2012-12-28,201.76389999999998
14_60_2013-01-04,492.48043402777785
14_60_2013-01-11,266.287353968254
14_60_2013-01-18,322.15424206349223
14_60_2013-01-25,345.1290107142857
14_60_2013-02-01,539.1309113095238
14_60_2013-02-08,391.40230019841266
14_60_2013-02-15,339.3715045634922
14_60_2013-02-22,377.23940138888895
14_60_2013-03-01,481.2546140873016
14_60_2013-03-08,423.5574682539683
14_60_2013-03-15,326.6850914682539
14_60_2013-03-22,250.70422896825386
14_60_2013-03-29,351.68244087301593
14_60_2013-04-05,360.7855511904762
14_60_2013-04-12,351.70643095238097
14_60_2013-04-19,352.86441249999996
14_60_2013-04-26,330.67629404761885
14_60_2013-05-03,443.84632857142867
14_60_2013-05-10,386.06345952380957
14_60_2013-05-17,320.4633714285713
14_60_2013-05-24,360.155255952381
14_60_2013-05-31,337.95981291666675
14_60_2013-06-07,382.02381011904765
14_60_2013-06-14,362.95606309523805
14_60_2013-06-21,387.5116130952384
14_60_2013-06-28,356.71125833333343
14_60_2013-07-05,301.846375
14_60_2013-07-12,388.7385444444444
14_60_2013-07-19,358.7065420634922
14_60_2013-07-26,388.9241232142856
14_67_2012-11-02,11954.07832375
14_67_2012-11-09,12628.80396095238
14_67_2012-11-16,13051.65350636905
14_67_2012-11-23,12814.113260000002
14_67_2012-11-30,13266.744917440476
14_67_2012-12-07,18704.287617142865
14_67_2012-12-14,24405.10561166668
14_67_2012-12-21,39015.37829999998
14_67_2012-12-28,13481.600772023798
14_67_2013-01-04,8115.8721075000085
14_67_2013-01-11,8341.34869994047
14_67_2013-01-18,9330.802294166668
14_67_2013-01-25,9495.782182500005
14_67_2013-02-01,14389.11133950397
14_67_2013-02-08,22751.60457777779
14_67_2013-02-15,30600.731529166664
14_67_2013-02-22,10712.451307956348
14_67_2013-03-01,11640.996459464282
14_67_2013-03-08,12124.964846517852
14_67_2013-03-15,12529.681453928573
14_67_2013-03-22,11912.536529761903
14_67_2013-03-29,13372.067537559515
14_67_2013-04-05,14908.054655535703
14_67_2013-04-12,13144.1959510119
14_67_2013-04-19,14289.50514827381
14_67_2013-04-26,14863.322946666669
14_67_2013-05-03,25664.32878619049
14_67_2013-05-10,30916.092814722244
14_67_2013-05-17,19255.72060872023
14_67_2013-05-24,13414.21922297619
14_67_2013-05-31,13244.398888898802
14_67_2013-06-07,16981.346397857153
14_67_2013-06-14,26975.975646666673
14_67_2013-06-21,23326.79148723215
14_67_2013-06-28,12056.847170625
14_67_2013-07-05,11425.527263779764
14_67_2013-07-12,10833.700681428567
14_67_2013-07-19,10292.845214345245
14_67_2013-07-26,10370.232064345237
14_71_2012-11-02,7722.400748869046
14_71_2012-11-09,7855.198087083338
14_71_2012-11-16,7892.8328266666695
14_71_2012-11-23,14375.69645208333
14_71_2012-11-30,10426.411347916664
14_71_2012-12-07,9756.743520416667
14_71_2012-12-14,11422.779405000003
14_71_2012-12-21,15453.786654940479
14_71_2012-12-28,12417.171255357149
14_71_2013-01-04,9855.86339404762
14_71_2013-01-11,8724.923962738096
14_71_2013-01-18,9260.127601130951
14_71_2013-01-25,9040.399309107139
14_71_2013-02-01,12978.181266011901
14_71_2013-02-08,12760.512814325393
14_71_2013-02-15,14830.213463928569
14_71_2013-02-22,14568.064979821429
14_71_2013-03-01,12883.762758353176
14_71_2013-03-08,11883.698900515883
14_71_2013-03-15,10622.987262589291
14_71_2013-03-22,10900.32522761905
14_71_2013-03-29,9798.586435238092
14_71_2013-04-05,9899.775749702381
14_71_2013-04-12,10156.982444523812
14_71_2013-04-19,8935.388203154764
14_71_2013-04-26,9023.701560119049
14_71_2013-05-03,8696.689633832073
14_71_2013-05-10,8560.245677681267
14_71_2013-05-17,8831.93824877976
14_71_2013-05-24,8163.252107341278
14_71_2013-05-31,7942.227905257942
14_71_2013-06-07,8970.900509831346
14_71_2013-06-14,7653.577027162697
14_71_2013-06-21,9751.92297566468
14_71_2013-06-28,9407.500001815477
14_71_2013-07-05,9033.686319672617
14_71_2013-07-12,9134.224394940475
14_71_2013-07-19,9274.741026696433
14_71_2013-07-26,8679.213216964281
14_72_2012-11-02,115045.90099868056
14_72_2012-11-09,118016.4316370834
14_72_2012-11-16,102287.50466708337
14_72_2012-11-23,393953.653714524
14_72_2012-11-30,266429.87685946445
14_72_2012-12-07,129928.51287898829
14_72_2012-12-14,157994.4471287501
14_72_2012-12-21,266845.61339422606
14_72_2012-12-28,96168.67958666667
14_72_2013-01-04,73001.40191410722
14_72_2013-01-11,69798.41274904761
14_72_2013-01-18,74881.80892041662
14_72_2013-01-25,76073.01343863091
14_72_2013-02-01,116195.32772755949
14_72_2013-02-08,117509.75707315479
14_72_2013-02-15,119996.92545717265
14_72_2013-02-22,108357.83405657741
14_72_2013-03-01,113423.26000690476
14_72_2013-03-08,96651.2725019643
14_72_2013-03-15,90757.47977547615
14_72_2013-03-22,79854.13653317459
14_72_2013-03-29,77148.610083125
14_72_2013-04-05,86468.56580107143
14_72_2013-04-12,86485.56996726186
14_72_2013-04-19,80745.5201032738
14_72_2013-04-26,83468.30510746027
14_72_2013-05-03,76519.47562744042
14_72_2013-05-10,82781.5305910416
14_72_2013-05-17,77654.17957657739
14_72_2013-05-24,68986.23244628968
14_72_2013-05-31,69172.01361237101
14_72_2013-06-07,73834.55775932538
14_72_2013-06-14,84026.72864080354
14_72_2013-06-21,80747.3454729365
14_72_2013-06-28,66607.89061244047
14_72_2013-07-05,68907.85353380952
14_72_2013-07-12,66458.05450980159
14_72_2013-07-19,67807.04384084327
14_72_2013-07-26,73424.75724863098
14_74_2012-11-02,26072.884894166666
14_74_2012-11-09,24761.499202619045
14_74_2012-11-16,22223.691206607138
14_74_2012-11-23,36269.13111809523
14_74_2012-11-30,23555.450988095243
14_74_2012-12-07,23049.49696872024
14_74_2012-12-14,24046.984755148813
14_74_2012-12-21,28086.491494156744
14_74_2012-12-28,28927.40182680556
14_74_2013-01-04,31319.626026785714
14_74_2013-01-11,28675.961307738078
14_74_2013-01-18,25935.43786452381
14_74_2013-01-25,22325.260131785708
14_74_2013-02-01,26671.22037079211
14_74_2013-02-08,24620.870112222212
14_74_2013-02-15,26987.86044737102
14_74_2013-02-22,29589.3032540476
14_74_2013-03-01,31677.177341016493
14_74_2013-03-08,29740.31464779763
14_74_2013-03-15,28349.43146940474
14_74_2013-03-22,25664.111766488084
14_74_2013-03-29,26992.768521964266
14_74_2013-04-05,26010.52451006946
14_74_2013-04-12,25970.84962448413
14_74_2013-04-19,25407.23033946428
14_74_2013-04-26,24322.084200119043
14_74_2013-05-03,25641.347431904753
14_74_2013-05-10,25685.793548690475
14_74_2013-05-17,25268.383808690476
14_74_2013-05-24,25488.122271607128
14_74_2013-05-31,26387.71705267857
14_74_2013-06-07,25340.30145029763
14_74_2013-06-14,24712.53814166667
14_74_2013-06-21,23607.079214880952
14_74_2013-06-28,23409.953571279755
14_74_2013-07-05,26317.156584593253
14_74_2013-07-12,24685.63593196428
14_74_2013-07-19,25135.511026478176
14_74_2013-07-26,24383.29938679564
14_79_2012-11-02,38812.44758904761
14_79_2012-11-09,36371.76843666665
14_79_2012-11-16,34547.33457464287
14_79_2012-11-23,36616.90837452377
14_79_2012-11-30,36480.82720154762
14_79_2012-12-07,39039.34393273803
14_79_2012-12-14,38739.08622845236
14_79_2012-12-21,42584.05537946425
14_79_2012-12-28,32216.286877261868
14_79_2013-01-04,35215.91258297619
14_79_2013-01-11,32402.6421841667
14_79_2013-01-18,33749.92252357144
14_79_2013-01-25,32873.29394964286
14_79_2013-02-01,43611.93609672619
14_79_2013-02-08,39669.06877767858
14_79_2013-02-15,41527.88791301586
14_79_2013-02-22,41312.26339527777
14_79_2013-03-01,43153.57217482145
14_79_2013-03-08,42083.023282738155
14_79_2013-03-15,38991.12414077383
14_79_2013-03-22,38249.839110565474
14_79_2013-03-29,37106.06562541664
14_79_2013-04-05,41734.51129971232
14_79_2013-04-12,38945.394725833336
14_79_2013-04-19,38978.24908976193
14_79_2013-04-26,38126.23400772818
14_79_2013-05-03,40741.352246904775
14_79_2013-05-10,37279.29218035715
14_79_2013-05-17,38163.041081170646
14_79_2013-05-24,39138.27357101191
14_79_2013-05-31,39862.230419464264
14_79_2013-06-07,42618.58475310516
14_79_2013-06-14,37501.977062807564
14_79_2013-06-21,35706.21743738097
14_79_2013-06-28,34961.63337229169
14_79_2013-07-05,39906.40860247022
14_79_2013-07-12,36805.826966458335
14_79_2013-07-19,35605.24692091723
14_79_2013-07-26,35405.44075360118
14_80_2012-11-02,36649.7022773214
14_80_2012-11-09,36873.34961857141
14_80_2012-11-16,35492.453084999994
14_80_2012-11-23,33535.6688207143
14_80_2012-11-30,34549.11501875002
14_80_2012-12-07,38059.816096309536
14_80_2012-12-14,38034.592260000005
14_80_2012-12-21,41638.99308470242
14_80_2012-12-28,32490.049806666677
14_80_2013-01-04,36458.88086702378
14_80_2013-01-11,35186.76278101193
14_80_2013-01-18,35118.36383500002
14_80_2013-01-25,33403.408465744054
14_80_2013-02-01,39022.46323452382
14_80_2013-02-08,36337.17743312502
14_80_2013-02-15,34569.63736169643
14_80_2013-02-22,36870.94881708334
14_80_2013-03-01,37327.997643392846
14_80_2013-03-08,36535.49993741072
14_80_2013-03-15,34019.39780755951
14_80_2013-03-22,33008.884951210326
14_80_2013-03-29,33282.03475886907
14_80_2013-04-05,36299.50426541666
14_80_2013-04-12,34447.32935877977
14_80_2013-04-19,35876.846114196414
14_80_2013-04-26,33855.87803904763
14_80_2013-05-03,38475.86886410715
14_80_2013-05-10,36077.585521825415
14_80_2013-05-17,36028.124510694455
14_80_2013-05-24,37458.615430535705
14_80_2013-05-31,37183.43343142858
14_80_2013-06-07,38941.38873238096
14_80_2013-06-14,37100.673427440466
14_80_2013-06-21,35341.99572669643
14_80_2013-06-28,33523.89764249995
14_80_2013-07-05,36528.82888471231
14_80_2013-07-12,34928.29026750001
14_80_2013-07-19,34653.95995059522
14_80_2013-07-26,34303.56269099206
14_81_2012-11-02,39547.11976196427
14_81_2012-11-09,40148.953741964266
14_81_2012-11-16,40443.54065142855
14_81_2012-11-23,39983.55826907734
14_81_2012-11-30,39839.78464208331
14_81_2012-12-07,41333.27349583334
14_81_2012-12-14,38743.417523035736
14_81_2012-12-21,39144.300413749996
14_81_2012-12-28,29753.868488869037
14_81_2013-01-04,38837.70746892858
14_81_2013-01-11,37897.369221845234
14_81_2013-01-18,37947.57266377976
14_81_2013-01-25,36312.36964946431
14_81_2013-02-01,46108.25516124999
14_81_2013-02-08,39268.67011416666
14_81_2013-02-15,38417.00952418652
14_81_2013-02-22,39855.01432548609
14_81_2013-03-01,41206.923323035706
14_81_2013-03-08,41754.35239894838
14_81_2013-03-15,40221.92232919642
14_81_2013-03-22,38954.414991944446
14_81_2013-03-29,38336.73774277781
14_81_2013-04-05,42550.417884345254
14_81_2013-04-12,40073.484660059534
14_81_2013-04-19,42348.57858333337
14_81_2013-04-26,40178.791382023825
14_81_2013-05-03,45149.335971249995
14_81_2013-05-10,42255.2045951786
14_81_2013-05-17,42744.52504544915
14_81_2013-05-24,46021.500323198095
14_81_2013-05-31,46083.77173101193
14_81_2013-06-07,46362.78435068454
14_81_2013-06-14,43201.93942193454
14_81_2013-06-21,40321.48322630951
14_81_2013-06-28,36991.93626645833
14_81_2013-07-05,44729.9668629762
14_81_2013-07-12,40360.22637848214
14_81_2013-07-19,39687.285457837315
14_81_2013-07-26,37576.824077599216
14_82_2012-11-02,26016.11891565477
14_82_2012-11-09,28102.78284083333
14_82_2012-11-16,27631.62282874999
14_82_2012-11-23,33963.290298749984
14_82_2012-11-30,35193.47924583334
14_82_2012-12-07,49357.63185505952
14_82_2012-12-14,62282.254735000024
14_82_2012-12-21,117763.17725916672
14_82_2012-12-28,42198.13633714282
14_82_2013-01-04,21182.062188928583
14_82_2013-01-11,20065.81505750001
14_82_2013-01-18,20809.64437791668
14_82_2013-01-25,19154.817021041665
14_82_2013-02-01,21691.00156955359
14_82_2013-02-08,22951.09419955357
14_82_2013-02-15,25778.270813809533
14_82_2013-02-22,24010.310059583342
14_82_2013-03-01,23717.680300089276
14_82_2013-03-08,23755.808939255963
14_82_2013-03-15,24371.817829166663
14_82_2013-03-22,23078.04857577381
14_82_2013-03-29,24229.955343035723
14_82_2013-04-05,26342.493534910707
14_82_2013-04-12,23147.823402088732
14_82_2013-04-19,23251.65013113096
14_82_2013-04-26,21914.311350882926
14_82_2013-05-03,22834.7945966369
14_82_2013-05-10,23542.864422310617
14_82_2013-05-17,22467.66616244047
14_82_2013-05-24,22668.10876717263
14_82_2013-05-31,22811.095970833343
14_82_2013-06-07,23855.597399851187
14_82_2013-06-14,25993.78617636905
14_82_2013-06-21,26444.744821865097
14_82_2013-06-28,22381.69928400792
14_82_2013-07-05,23614.69886309524
14_82_2013-07-12,22820.51202053573
14_82_2013-07-19,22975.19720894842
14_82_2013-07-26,22229.305014761907
14_83_2012-11-02,11222.970289999997
14_83_2012-11-09,10523.292208750012
14_83_2012-11-16,9410.106093333336
14_83_2012-11-23,9986.300363809518
14_83_2012-11-30,9188.88119047619
14_83_2012-12-07,10804.155691210311
14_83_2012-12-14,11103.780808263884
14_83_2012-12-21,15253.203215833342
14_83_2012-12-28,12762.545229047617
14_83_2013-01-04,12977.68163994046
14_83_2013-01-11,11418.593404940466
14_83_2013-01-18,11024.391046458331
14_83_2013-01-25,10231.041785297624
14_83_2013-02-01,13862.098524107143
14_83_2013-02-08,13104.070192361105
14_83_2013-02-15,12763.534310684528
